Date;Price;PE;Year End;ROE;Debt/Equity;Debt/Capital;Name;EPS;PEMarket;PESector;MarketRateOfReturn;RiskFreeRateOfReturn;Share Beta;Debt Equity/Industry;Shareholders Equity;Inflation Rate
2014/11/11;31.21;3.88;2015/06/30 00:00;18.61;2.64;2.55;SPUR;309.78; 19,42 ; 17,52 ;0,07;0,08; 0,72 ;25.03; 1 057,57 ;6,09
2014/11/18;31.5;3.84;2015/06/30 00:00;18.61;2.64;2.55;SPUR;309.79; 14,33 ; 15,79 ;0,07;0,08; 0,72 ;25.03; 1 057,57 ;6,09
2014/11/25;32.0;3.78;2015/06/30 00:00;18.61;2.64;2.55;SPUR;309.80; 11,93 ; 20,24 ;0,07;0,08; 0,71 ;25.03; 1 185,90 ;6,09
2014/12/02;31.1;3.89;2015/06/30 00:00;18.61;2.64;2.55;SPUR;309.81; 17,99 ; 16,70 ;0,07;0,08; 0,68 ;25.03; 1 185,90 ;6,09
2014/12/09;30.39;3.98;2015/06/30 00:00;18.61;2.64;2.55;SPUR;309.82; 17,48 ; 19,21 ;0,07;0,08; 0,65 ;25.03; 1 185,90 ;6,09
2014/12/16;30.69;3.94;2015/06/30 00:00;18.61;2.64;2.55;SPUR;309.83; 19,13 ; 18,45 ;0,07;0,08; 0,70 ;25.03; 1 185,90 ;6,09
2014/12/23;31.0;3.9;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.08; 30,87 ; 15,68 ;0,07;0,08; 0,71 ;25.03; 1 185,90 ;6,09
2014/12/30;31.29;3.87;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.09; 19,29 ; 18,67 ;0,07;0,08; 0,87 ;25.03; 1 185,90 ;6,09
2015/01/06;31.9;3.79;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.10; 18,43 ; 14,79 ;0,07;0,08; 0,86 ;25.03; 1 335,00 ;6,09
2015/01/13;32.85;3.68;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.11; 16,63 ; 12,66 ;0,07;0,08; 0,90 ;25.03; 1 335,00 ;6,09
2015/01/20;34.4;3.52;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.12; 14,64 ; 12,70 ;0,07;0,08; 0,91 ;25.03; 1 335,00 ;6,09
2015/01/27;35.85;3.38;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.13; 12,09 ; 11,41 ;0,07;0,08; 0,87 ;25.03; 1 335,00 ;6,09
2015/02/03;38.5;3.14;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.14; 11,31 ; 7,57 ;0,07;0,08; 1,02 ;25.03; 1 335,00 ;6,09
2015/02/10;38.7;3.13;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.15; 17,56 ; 11,01 ;0,07;0,08; 1,12 ;25.03; 1 335,00 ;6,09
2015/02/17;37.5;3.23;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.16; 16,65 ; 14,18 ;0,07;0,08; 1,13 ;25.03; 1 480,50 ;6,09
2015/02/24;36.2;3.34;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.17; 17,16 ; 9,04 ;0,07;0,08; 1,11 ;25.03; 1 480,50 ;6,09
2015/03/03;36.1;3.49;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.18; 7,93 ; 12,47 ;0,07;0,08; 1,03 ;25.03; 1 480,50 ;6,09
2015/03/10;34.7;3.63;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.19; 19,76 ; 10,23 ;0,07;0,08; 1,01 ;25.03; 1 480,50 ;6,09
2015/03/17;33.25;3.79;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.20; 11,81 ; 10,25 ;0,07;0,08; 1,01 ;25.03; 1 480,50 ;6,09
2015/03/24;33.0;3.82;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.21; 14,00 ; 13,91 ;0,07;0,08; 1,87 ;25.03; 1 480,50 ;6,09
2015/03/31;33.58;3.75;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.22; 16,26 ; 17,52 ;0,07;0,08; 1,87 ;25.03; 1 500,40 ;6,09
2015/04/07;33.36;3.78;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.23; 17,09 ; 15,79 ;0,07;0,08; 1,87 ;25.03; 1 500,40 ;6,09
2015/04/14;34.4;3.66;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.24; 11,67 ; 20,24 ;0,07;0,08; 1,85 ;25.03; 1 500,40 ;6,09
2015/04/21;34.01;3.7;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.25; 13,01 ; 16,70 ;0,07;0,08; 1,84 ;25.03; 1 500,40 ;6,09
2015/04/28;34.56;3.65;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.26; 11,99 ; 19,21 ;0,07;0,08; 1,83 ;11.68; 1 500,40 ;6,09
2015/05/05;37.01;3.4;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.27; 14,24 ; 18,45 ;0,07;0,08; 1,65 ;11.68; 1 500,40 ;6,09
2015/05/12;39.15;3.22;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.28; 9,90 ; 15,68 ;0,07;0,08; 2,18 ;11.68; 1 703,80 ;6,09
2015/05/19;39.79;3.17;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.29; 19,42 ; 18,67 ;0,07;0,08; 2,25 ;11.68; 1 703,80 ;6,09
2015/05/26;39.61;3.18;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.30; 14,33 ; 14,79 ;0,07;0,08; 1,52 ;11.68; 1 703,80 ;6,09
2015/06/02;37.5;3.36;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.31; 11,93 ; 12,66 ;0,07;0,08; 1,48 ;11.68; 1 703,80 ;6,09
2015/06/09;36.45;3.46;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.32; 17,99 ; 12,70 ;0,07;0,08; 1,39 ;11.68; 1 703,80 ;6,09
2015/06/16;38.0;3.32;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.33; 17,48 ; 11,41 ;0,07;0,08; 1,48 ;11.68; 1 703,80 ;6,09
2015/06/23;35.7;3.53;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.34; 19,13 ; 7,57 ;0,07;0,08; 1,26 ;11.68; 1 836,00 ;6,09
2015/06/30;36.67;3.44;2015/06/30 00:00;18.61;2.64;2.55;SPUR;25.35; 30,87 ; 11,01 ;0,07;0,08; 1,27 ;11.68; 1 836,00 ;6,09
2015/07/07;35.9;3.51;2016/06/30 00:00;15.98;3.16;3.02;SPUR;25.36; 19,29 ; 14,18 ;0,07;0,08; 1,03 ;11.68; 1 836,00 ;6,09
2015/07/14;35.6;3.54;2016/06/30 00:00;15.98;3.16;3.02;SPUR;25.37; 18,43 ; 9,04 ;0,07;0,08; 1,14 ;11.68; 1 836,00 ;6,09
2015/07/21;35.8;3.52;2016/06/30 00:00;15.98;3.16;3.02;SPUR;25.38; 16,63 ; 12,47 ;0,07;0,08; 1,07 ;11.68; 1 836,00 ;6,09
2015/07/28;37.39;3.37;2016/06/30 00:00;15.98;3.16;3.02;SPUR;25.39; 14,64 ; 10,23 ;0,07;0,08; 0,92 ;11.68; 1 836,00 ;6,09
2015/08/04;36.51;3.45;2016/06/30 00:00;15.98;3.16;3.02;SPUR;25.40; 12,09 ; 10,25 ;0,07;0,08; 0,81 ;11.68; 1 836,00 ;6,09
2015/08/11;37.43;3.37;2016/06/30 00:00;15.98;3.16;3.02;SPUR;25.41; 11,31 ; 13,91 ;0,07;0,08; 0,74 ;11.68; 1 928,00 ;6,09
2015/08/18;36.78;3.43;2016/06/30 00:00;15.98;3.16;3.02;SPUR;25.42; 17,56 ; 17,52 ;0,07;0,08; 0,65 ;11.68; 1 928,00 ;6,09
2015/08/25;35.2;3.58;2016/06/30 00:00;15.98;3.16;3.02;SPUR;25.43; 16,65 ; 15,79 ;0,07;0,08; 0,69 ;11.68; 1 928,00 ;6,09
2015/09/01;35.5;3.55;2016/06/30 00:00;15.98;3.16;3.02;SPUR;25.44; 17,16 ; 20,24 ;0,07;0,08; 0,66 ;11.68; 1 928,00 ;6,09
2015/09/08;35.01;3.6;2016/06/30 00:00;15.98;3.16;3.02;SPUR;25.45; 7,93 ; 16,70 ;0,07;0,08; 0,27 ;38.91; 1 928,00 ;6,09
2015/09/15;34.84;3.79;2016/06/30 00:00;15.98;3.16;3.02;SPUR;25.46; 19,76 ; 19,21 ;0,07;0,08; 0,25 ;38.91; 1 928,00 ;6,09
2015/09/22;34.48;3.83;2016/06/30 00:00;15.98;3.16;3.02;SPUR;25.47; 11,81 ; 18,45 ;0,07;0,08; 0,18 ;38.91; 1 908,00 ;6,09
2015/09/29;33.5;3.94;2016/06/30 00:00;15.98;3.16;3.02;SPUR;25.48; 14,00 ; 15,68 ;0,07;0,08; 0,18 ;38.91; 1 908,00 ;6,09
2015/10/06;33.65;3.92;2016/06/30 00:00;15.98;3.16;3.02;SPUR;25.49; 16,26 ; 18,67 ;0,07;0,08; 0,15 ;38.91; 1 908,00 ;6,09
2015/10/13;33.1;3.99;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.61; 17,09 ; 14,79 ;0,07;0,08; 0,15 ;38.91; 1 908,00 ;6,09
2015/10/20;33.5;3.94;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.62; 11,67 ; 12,66 ;0,07;0,08; 0,06 ;38.91; 1 908,00 ;6,09
2015/10/27;33.5;3.94;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.63; 13,01 ; 12,70 ;0,07;0,08; 0,07 ;38.91; 1 908,00 ;6,09
2015/11/03;34.0;3.88;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.64; 11,99 ; 11,41 ;0,07;0,08; 0,07 ;38.91; 2 319,00 ;6,09
2015/11/10;33.65;3.92;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.65; 14,24 ; 7,57 ;0,07;0,08;-0,02 ;38.91; 2 319,00 ;6,09
2015/11/17;33.0;4.0;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.66; 9,90 ; 11,01 ;0,07;0,08;-0,01 ;38.91; 2 319,00 ;6,09
2015/11/24;33.5;3.94;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.67; 19,42 ; 14,18 ;0,07;0,08;-0,02 ;38.91; 2 319,00 ;6,09
2015/12/01;33.2;3.98;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.68; 14,33 ; 9,04 ;0,07;0,08;-0,24 ;38.91; 2 319,00 ;6,09
2015/12/08;32.25;4.09;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.69; 11,93 ; 12,47 ;0,07;0,08;-0,20 ;38.91; 2 319,00 ;6,09
2015/12/15;30.0;4.4;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.70; 17,99 ; 10,23 ;0,07;0,08;-0,18 ;38.91; 2 319,00 ;6,09
2015/12/22;31.75;4.16;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.71; 17,48 ; 10,25 ;0,07;0,08;-0,13 ;38.91; 2 404,00 ;6,09
2015/12/29;33.5;3.94;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.72; 19,13 ; 13,91 ;0,07;0,08;-0,14 ;38.91; 2 404,00 ;6,09
2016/01/05;32.0;4.12;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.73; 30,87 ; 17,52 ;0,07;0,08;-0,07 ;38.91; 2 404,00 ;6,09
2016/01/12;31.12;4.24;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.74; 19,29 ; 15,79 ;0,07;0,08; 0,02 ;38.91; 2 404,00 ;6,34
2016/01/19;30.08;4.39;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.75; 18,43 ; 20,24 ;0,07;0,08; 0,06 ;38.91; 2 404,00 ;6,34
2016/01/26;30.0;4.4;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.76; 16,63 ; 16,70 ;0,07;0,08; 0,11 ;38.91; 2 404,00 ;6,34
2016/02/02;29.0;4.55;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.77; 14,64 ; 19,21 ;0,07;0,08; 0,10 ;38.91; 2 404,00 ;6,34
2016/02/09;29.0;4.55;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.78; 12,09 ; 18,45 ;0,07;0,08; 0,16 ;38.91; 2 738,00 ;6,34
2016/02/16;29.11;4.53;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.79; 11,31 ; 15,68 ;0,07;0,08; 0,16 ;38.91; 2 738,00 ;6,34
2016/02/23;28.75;4.59;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.80; 17,56 ; 18,67 ;0,07;0,08; 0,46 ;38.91; 2 738,00 ;6,34
2016/03/01;29.89;4.58;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.81; 16,65 ; 14,79 ;0,07;0,08; 0,40 ;38.91; 2 738,00 ;6,34
2016/03/08;29.5;4.64;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.82; 17,16 ; 12,66 ;0,07;0,08; 0,39 ;38.91; 2 738,00 ;6,34
2016/03/15;28.3;4.84;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.83; 7,93 ; 12,70 ;0,07;0,08; 0,39 ;38.91; 2 738,00 ;6,34
2016/03/22;29.0;4.72;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.84; 19,76 ; 11,41 ;0,07;0,08; 0,41 ;38.91; 2 738,00 ;6,34
2016/03/29;28.8;4.76;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.85; 11,81 ; 7,57 ;0,07;0,08; 0,37 ;38.91; 2 920,00 ;6,34
2016/04/05;28.79;4.76;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.86; 14,00 ; 11,01 ;0,07;0,08; 0,45 ;38.91; 2 920,00 ;6,34
2016/04/12;29.89;4.58;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.87; 16,26 ; 14,18 ;0,07;0,08; 0,44 ;38.91; 2 920,00 ;6,34
2016/04/19;30.31;4.52;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.88; 17,09 ; 9,04 ;0,07;0,08; 0,43 ;38.91; 2 920,00 ;6,34
2016/04/26;31.6;4.34;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.89; 11,67 ; 12,47 ;0,07;0,08; 0,53 ;38.91; 2 920,00 ;6,34
2016/05/03;32.5;4.22;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.90; 13,01 ; 10,23 ;0,07;0,08; 0,50 ;38.91; 2 920,00 ;6,34
2016/05/10;32.3;4.24;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.91; 11,99 ; 10,25 ;0,07;0,08; 0,61 ;38.91; 2 920,00 ;6,34
2016/05/17;30.6;4.48;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.92; 14,24 ; 13,91 ;0,07;0,08; 0,61 ;38.91; 3 279,00 ;6,34
2016/05/24;31.5;4.35;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.93; 9,90 ; 17,52 ;0,07;0,08; 0,56 ;38.91; 3 279,00 ;6,34
2016/05/31;31.0;4.42;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.94; 19,42 ; 15,79 ;0,07;0,08; 0,51 ;38.91; 3 279,00 ;6,34
2016/06/07;32.0;4.28;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.95; 14,33 ; 20,24 ;0,07;0,08; 0,54 ;38.91; 3 279,00 ;6,34
2016/06/14;32.2;4.25;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.96; 11,93 ; 16,70 ;0,07;0,08; 0,58 ;38.91; 3 279,00 ;6,34
2016/06/21;31.5;4.35;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.97; 17,99 ; 19,21 ;0,07;0,08; 0,72 ;38.91; 3 279,00 ;6,34
2016/06/28;31.0;4.42;2016/06/30 00:00;15.98;3.16;3.02;SPUR;93.98; 17,48 ; 18,45 ;0,07;0,08; 0,72 ;38.91; 3 279,00 ;6,34
2016/07/05;30.5;4.49;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.99; 19,13 ; 15,68 ;0,07;0,08; 0,71 ;38.91; 3 551,00 ;6,34
2016/07/12;30.3;4.52;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.100; 30,87 ; 18,67 ;0,07;0,08; 0,68 ;38.91; 734,79 ;6,34
2016/07/19;30.9;4.43;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.101; 19,29 ; 14,79 ;0,07;0,08; 0,65 ;38.91; 734,79 ;6,34
2016/07/26;32.1;4.27;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.102; 18,43 ; 12,66 ;0,07;0,08; 0,70 ;38.91; 734,79 ;6,34
2016/08/02;32.0;4.28;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.103; 16,63 ; 12,70 ;0,07;0,08; 0,71 ;38.91; 734,79 ;6,34
2016/08/09;31.08;4.41;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.104; 14,64 ; 11,41 ;0,07;0,08; 0,87 ;38.91; 734,79 ;6,34
2016/08/16;32.1;4.27;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.105; 12,09 ; 17,52 ;0,07;0,08; 0,86 ;38.91; 734,79 ;6,34
2016/08/23;31.65;4.33;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.106; 11,31 ; 15,79 ;0,07;0,08; 0,90 ;38.91; 734,79 ;6,34
2016/08/30;31.75;4.31;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.107; 17,56 ; 20,24 ;0,07;0,08; 0,91 ;38.91; 806,00 ;6,34
2016/09/06;31.72;4.32;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.108; 16,65 ; 16,70 ;0,07;0,08; 0,87 ;15.91; 806,00 ;6,34
2016/09/13;31.62;4.43;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.109; 17,16 ; 19,21 ;0,07;0,08; 1,02 ;15.91; 806,00 ;6,34
2016/09/20;32.8;4.27;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.110; 7,93 ; 18,45 ;0,07;0,08; 1,12 ;15.91; 806,00 ;6,34
2016/09/27;33.16;4.22;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.111; 19,76 ; 15,68 ;0,07;0,08; 1,13 ;15.91; 806,00 ;6,34
2016/10/04;33.64;4.16;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.112; 11,81 ; 18,67 ;0,07;0,08; 1,11 ;15.91; 806,00 ;6,34
2016/10/11;33.01;4.24;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.113; 14,00 ; 14,79 ;0,07;0,08; 1,03 ;15.91; 806,00 ;6,34
2016/10/18;33.0;4.24;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.114; 16,26 ; 12,66 ;0,07;0,08; 1,01 ;15.91; 885,47 ;6,34
2016/10/25;33.0;4.24;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.115; 17,09 ; 12,70 ;0,07;0,08; 1,01 ;15.91; 885,47 ;6,34
2016/11/01;31.99;4.38;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.116; 11,67 ; 11,41 ;0,07;0,08; 1,87 ;15.91; 885,47 ;6,34
2016/11/08;32.0;4.37;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.117; 13,01 ; 7,57 ;0,07;0,08; 1,87 ;15.91; 885,47 ;6,34
2016/11/15;31.5;4.44;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.118; 11,99 ; 11,01 ;0,07;0,08; 1,87 ;15.91; 885,47 ;6,34
2016/11/22;32.0;4.37;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.119; 14,24 ; 14,18 ;0,07;0,08; 1,85 ;15.91; 885,47 ;6,34
2016/11/29;32.51;4.31;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.120; 9,90 ; 9,04 ;0,07;0,08; 1,84 ;15.91; 954,50 ;6,34
2016/12/06;32.75;4.27;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.121; 19,42 ; 12,47 ;0,07;0,08; 1,83 ;15.91; 954,50 ;6,34
2016/12/13;32.15;4.35;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.122; 14,33 ; 10,23 ;0,07;0,08; 1,65 ;15.91; 954,50 ;6,34
2016/12/20;32.87;4.26;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.123; 11,93 ; 10,25 ;0,07;0,08; 2,18 ;15.91; 954,50 ;6,34
2016/12/27;32.35;4.33;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.124; 17,99 ; 13,91 ;0,07;0,08; 2,25 ;15.91; 954,50 ;6,34
2017/01/03;32.2;4.35;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.125; 17,48 ; 17,52 ;0,07;0,08; 1,52 ;15.91; 954,50 ;6,34
2017/01/10;32.17;4.35;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.126; 19,13 ; 15,79 ;0,07;0,08; 1,48 ;15.91; 954,50 ;6,34
2017/01/17;32.24;4.34;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.127; 30,87 ; 20,24 ;0,07;0,08; 1,39 ;15.91; 1 057,57 ;6,34
2017/01/24;33.0;4.24;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.128; 19,29 ; 16,70 ;0,07;0,08; 1,48 ;15.91; 1 057,57 ;6,34
2017/01/31;34.02;4.12;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.129; 18,43 ; 19,21 ;0,07;0,08; 1,26 ;15.91; 1 057,57 ;6,34
2017/02/07;33.05;4.24;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.130; 16,63 ; 18,45 ;0,07;0,08; 1,27 ;15.91; 1 057,57 ;6,34
2017/02/14;33.67;4.16;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.131; 14,64 ; 15,68 ;0,07;0,08; 1,03 ;15.91; 1 057,57 ;6,34
2017/02/21;33.6;4.17;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.132; 12,09 ; 18,67 ;0,07;0,08; 1,14 ;15.91; 1 057,57 ;6,34
2017/02/28;33.1;4.35;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.133; 11,31 ; 14,79 ;0,07;0,08; 1,07 ;15.91; 1 185,90 ;6,34
2017/03/07;33.11;4.35;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.134; 17,56 ; 12,66 ;0,07;0,08; 0,92 ;15.91; 1 185,90 ;6,34
2017/03/14;33.25;4.33;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.135; 16,65 ; 12,70 ;0,07;0,08; 0,81 ;15.91; 1 185,90 ;6,34
2017/03/21;34.4;4.19;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.136; 17,16 ; 11,41 ;0,07;0,08; 0,74 ;15.91; 1 185,90 ;6,34
2017/03/28;33.65;4.28;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.137; 7,93 ; 7,57 ;0,07;0,08; 0,65 ;15.91; 1 185,90 ;6,34
2017/04/04;32.0;4.5;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.138; 19,76 ; 11,01 ;0,07;0,08; 0,69 ;15.91; 1 185,90 ;6,34
2017/04/11;31.32;4.6;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.139; 11,81 ; 14,18 ;0,07;0,08; 0,66 ;15.91; 1 335,00 ;6,34
2017/04/18;31.44;4.58;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.140; 14,00 ; 9,04 ;0,07;0,08; 0,27 ;15.91; 1 335,00 ;6,34
2017/04/25;31.39;4.59;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.141; 16,26 ; 12,47 ;0,07;0,08; 0,25 ;15.91; 1 335,00 ;6,34
2017/05/02;31.45;4.58;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.142; 17,09 ; 10,23 ;0,07;0,08; 0,18 ;15.91; 1 335,00 ;6,34
2017/05/09;32.49;4.43;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.143; 11,67 ; 10,25 ;0,07;0,08; 0,18 ;15.91; 1 335,00 ;6,34
2017/05/16;31.1;4.63;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.144; 13,01 ; 13,91 ;0,07;0,08; 0,15 ;15.91; 1 335,00 ;6,34
2017/05/23;30.81;4.67;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.145; 11,99 ; 17,52 ;0,07;0,08; 0,15 ;15.91; 1 480,50 ;6,34
2017/05/30;30.74;4.68;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.146; 14,24 ; 15,79 ;0,07;0,08; 0,06 ;15.91; 1 480,50 ;6,34
2017/06/06;30.88;4.66;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.147; 9,90 ; 20,24 ;0,07;0,08; 0,07 ;15.91; 1 480,50 ;6,34
2017/06/13;30.55;4.71;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.148; 19,42 ; 16,70 ;0,07;0,08; 0,07 ;15.91; 1 480,50 ;6,34
2017/06/20;29.36;4.9;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.149; 14,33 ; 19,21 ;0,07;0,08;-0,02 ;15.91; 1 480,50 ;6,34
2017/06/27;28.5;5.05;2017/06/30 00:00;16.01;1.38;1.34;SPUR;93.150; 11,93 ; 18,45 ;0,07;0,08;-0,01 ;15.91; 1 480,50 ;6,34


